"Step","vivid-sweep-6 - svd/update_layer0_stacked/condition_number","vivid-sweep-6 - svd/update_layer0_stacked/condition_number__MIN","vivid-sweep-6 - svd/update_layer0_stacked/condition_number__MAX","decent-sweep-5 - svd/update_layer0_stacked/condition_number","decent-sweep-5 - svd/update_layer0_stacked/condition_number__MIN","decent-sweep-5 - svd/update_layer0_stacked/condition_number__MAX","distinctive-sweep-4 - svd/update_layer0_stacked/condition_number","distinctive-sweep-4 - svd/update_layer0_stacked/condition_number__MIN","distinctive-sweep-4 - svd/update_layer0_stacked/condition_number__MAX","different-sweep-3 - svd/update_layer0_stacked/condition_number","different-sweep-3 - svd/update_layer0_stacked/condition_number__MIN","different-sweep-3 - svd/update_layer0_stacked/condition_number__MAX","valiant-sweep-2 - svd/update_layer0_stacked/condition_number","valiant-sweep-2 - svd/update_layer0_stacked/condition_number__MIN","valiant-sweep-2 - svd/update_layer0_stacked/condition_number__MAX","jolly-sweep-1 - svd/update_layer0_stacked/condition_number","jolly-sweep-1 - svd/update_layer0_stacked/condition_number__MIN","jolly-sweep-1 - svd/update_layer0_stacked/condition_number__MAX"
"151","1718.8526227317989","1718.8526227317989","1718.8526227317989","2558.5779153551384","2558.5779153551384","2558.5779153551384","2739.132117709119","2739.132117709119","2739.132117709119","1225.5138691956313","1225.5138691956313","1225.5138691956313","1361.046779134029","1361.046779134029","1361.046779134029","2238.8555183449125","2238.8555183449125","2238.8555183449125"
"158","1079.65155520824","1079.65155520824","1079.65155520824","2133.816223474177","2133.816223474177","2133.816223474177","1993.8954373068823","1993.8954373068823","1993.8954373068823","1091.8706774407397","1091.8706774407397","1091.8706774407397","1117.563504893582","1117.563504893582","1117.563504893582","1689.9189065849403","1689.9189065849403","1689.9189065849403"
"165","1162.1865383238207","1162.1865383238207","1162.1865383238207","2203.7956437516636","2203.7956437516636","2203.7956437516636","2336.7013433726174","2336.7013433726174","2336.7013433726174","1165.0142339060928","1165.0142339060928","1165.0142339060928","1109.110474204637","1109.110474204637","1109.110474204637","1772.9047725587077","1772.9047725587077","1772.9047725587077"
"172","1125.5691718997564","1125.5691718997564","1125.5691718997564","2063.0841831074517","2063.0841831074517","2063.0841831074517","2156.054815037098","2156.054815037098","2156.054815037098","1197.7031874588881","1197.7031874588881","1197.7031874588881","1093.1452827153241","1093.1452827153241","1093.1452827153241","1862.090991805453","1862.090991805453","1862.090991805453"
"180","1120.3765655838731","1120.3765655838731","1120.3765655838731","1987.1727529782447","1987.1727529782447","1987.1727529782447","2532.736550136797","2532.736550136797","2532.736550136797","1144.390948304079","1144.390948304079","1144.390948304079","1147.3280071948263","1147.3280071948263","1147.3280071948263","2063.6896843832124","2063.6896843832124","2063.6896843832124"
"187","1161.1835306510145","1161.1835306510145","1161.1835306510145","2105.10634618408","2105.10634618408","2105.10634618408","2350.8343358115862","2350.8343358115862","2350.8343358115862","1166.183289254963","1166.183289254963","1166.183289254963","1136.6867765046218","1136.6867765046218","1136.6867765046218","1903.0169545504677","1903.0169545504677","1903.0169545504677"
"194","1247.0492752305192","1247.0492752305192","1247.0492752305192","2284.569511390379","2284.569511390379","2284.569511390379","2557.4977226940514","2557.4977226940514","2557.4977226940514","1149.0702105531195","1149.0702105531195","1149.0702105531195","1126.8394403141265","1126.8394403141265","1126.8394403141265","2368.3155734688416","2368.3155734688416","2368.3155734688416"
"201","1363.9968086540755","1363.9968086540755","1363.9968086540755","2675.5719962932","2675.5719962932","2675.5719962932","2657.075914694195","2657.075914694195","2657.075914694195","1123.8047480030127","1123.8047480030127","1123.8047480030127","1202.2887296008184","1202.2887296008184","1202.2887296008184","2375.2497167281963","2375.2497167281963","2375.2497167281963"
"209","1206.6729848785683","1206.6729848785683","1206.6729848785683","2247.2662907130466","2247.2662907130466","2247.2662907130466","2610.209954319515","2610.209954319515","2610.209954319515","1199.9258861456042","1199.9258861456042","1199.9258861456042","1204.1734363602977","1204.1734363602977","1204.1734363602977","2544.868326954901","2544.868326954901","2544.868326954901"
"216","1437.1385340030006","1437.1385340030006","1437.1385340030006","2429.911658972934","2429.911658972934","2429.911658972934","2956.8956092330723","2956.8956092330723","2956.8956092330723","1302.5788833429874","1302.5788833429874","1302.5788833429874","1243.7039534329815","1243.7039534329815","1243.7039534329815","2438.215635176406","2438.215635176406","2438.215635176406"
"223","1494.603415205321","1494.603415205321","1494.603415205321","2859.0566024680643","2859.0566024680643","2859.0566024680643","2852.1351551061393","2852.1351551061393","2852.1351551061393","1292.6481858672303","1292.6481858672303","1292.6481858672303","1296.4768354893506","1296.4768354893506","1296.4768354893506","2929.3699355670356","2929.3699355670356","2929.3699355670356"
"230","1449.7641613163437","1449.7641613163437","1449.7641613163437","2798.5259145847044","2798.5259145847044","2798.5259145847044","3205.6483850415534","3205.6483850415534","3205.6483850415534","1335.6196100980867","1335.6196100980867","1335.6196100980867","1365.0554585327811","1365.0554585327811","1365.0554585327811","2919.5193397700978","2919.5193397700978","2919.5193397700978"
"238","1313.8568580766262","1313.8568580766262","1313.8568580766262","2538.0745237187234","2538.0745237187234","2538.0745237187234","3289.767678333419","3289.767678333419","3289.767678333419","1394.737031674936","1394.737031674936","1394.737031674936","1302.037456621938","1302.037456621938","1302.037456621938","2892.45981549499","2892.45981549499","2892.45981549499"
