"Step","vivid-sweep-6 - svd/update_layer5_stacked/condition_number","vivid-sweep-6 - svd/update_layer5_stacked/condition_number__MIN","vivid-sweep-6 - svd/update_layer5_stacked/condition_number__MAX","decent-sweep-5 - svd/update_layer5_stacked/condition_number","decent-sweep-5 - svd/update_layer5_stacked/condition_number__MIN","decent-sweep-5 - svd/update_layer5_stacked/condition_number__MAX","distinctive-sweep-4 - svd/update_layer5_stacked/condition_number","distinctive-sweep-4 - svd/update_layer5_stacked/condition_number__MIN","distinctive-sweep-4 - svd/update_layer5_stacked/condition_number__MAX","different-sweep-3 - svd/update_layer5_stacked/condition_number","different-sweep-3 - svd/update_layer5_stacked/condition_number__MIN","different-sweep-3 - svd/update_layer5_stacked/condition_number__MAX","valiant-sweep-2 - svd/update_layer5_stacked/condition_number","valiant-sweep-2 - svd/update_layer5_stacked/condition_number__MIN","valiant-sweep-2 - svd/update_layer5_stacked/condition_number__MAX","jolly-sweep-1 - svd/update_layer5_stacked/condition_number","jolly-sweep-1 - svd/update_layer5_stacked/condition_number__MIN","jolly-sweep-1 - svd/update_layer5_stacked/condition_number__MAX"
"151","3114.7801797462157","3114.7801797462157","3114.7801797462157","3402.215930257441","3402.215930257441","3402.215930257441","3414.228108905357","3414.228108905357","3414.228108905357","3542.569194265451","3542.569194265451","3542.569194265451","3690.7821492967078","3690.7821492967078","3690.7821492967078","2977.528562113181","2977.528562113181","2977.528562113181"
"158","3318.069103543356","3318.069103543356","3318.069103543356","3210.5940579001076","3210.5940579001076","3210.5940579001076","3037.8550539205726","3037.8550539205726","3037.8550539205726","2904.5752611687967","2904.5752611687967","2904.5752611687967","3742.614748125646","3742.614748125646","3742.614748125646","2965.836599779587","2965.836599779587","2965.836599779587"
"165","3689.670094634943","3689.670094634943","3689.670094634943","3507.3657937042703","3507.3657937042703","3507.3657937042703","3404.7916931229247","3404.7916931229247","3404.7916931229247","4204.553298548824","4204.553298548824","4204.553298548824","4007.092739765722","4007.092739765722","4007.092739765722","2801.146465326732","2801.146465326732","2801.146465326732"
"172","3345.3174500921623","3345.3174500921623","3345.3174500921623","3215.475239876754","3215.475239876754","3215.475239876754","3266.4827854848663","3266.4827854848663","3266.4827854848663","4527.894802644551","4527.894802644551","4527.894802644551","3408.54861568073","3408.54861568073","3408.54861568073","2810.4643030557418","2810.4643030557418","2810.4643030557418"
"180","3724.4747829928538","3724.4747829928538","3724.4747829928538","3388.8911143841738","3388.8911143841738","3388.8911143841738","4021.608429934741","4021.608429934741","4021.608429934741","4816.9535772683685","4816.9535772683685","4816.9535772683685","4123.025431308645","4123.025431308645","4123.025431308645","3166.049593062965","3166.049593062965","3166.049593062965"
"187","4017.840189595893","4017.840189595893","4017.840189595893","4351.86869630861","4351.86869630861","4351.86869630861","4646.152399338864","4646.152399338864","4646.152399338864","3934.4496754289776","3934.4496754289776","3934.4496754289776","3610.5775906508175","3610.5775906508175","3610.5775906508175","3099.1273381553356","3099.1273381553356","3099.1273381553356"
"194","4357.198115914164","4357.198115914164","4357.198115914164","4176.275185825439","4176.275185825439","4176.275185825439","4054.541509600237","4054.541509600237","4054.541509600237","4778.416304012754","4778.416304012754","4778.416304012754","3783.4645142384475","3783.4645142384475","3783.4645142384475","3639.6656198455157","3639.6656198455157","3639.6656198455157"
"201","4332.40438867682","4332.40438867682","4332.40438867682","3849.5008396312796","3849.5008396312796","3849.5008396312796","4558.31740163874","4558.31740163874","4558.31740163874","4641.202841991233","4641.202841991233","4641.202841991233","4257.408306048657","4257.408306048657","4257.408306048657","3656.8216303771724","3656.8216303771724","3656.8216303771724"
"209","4445.882538328549","4445.882538328549","4445.882538328549","4596.121858734874","4596.121858734874","4596.121858734874","5482.246718614658","5482.246718614658","5482.246718614658","5458.984208395013","5458.984208395013","5458.984208395013","4602.461128571242","4602.461128571242","4602.461128571242","3337.160148619222","3337.160148619222","3337.160148619222"
"216","4168.126287218637","4168.126287218637","4168.126287218637","5454.790251655698","5454.790251655698","5454.790251655698","5672.657343702618","5672.657343702618","5672.657343702618","5103.197310603659","5103.197310603659","5103.197310603659","4553.533789102154","4553.533789102154","4553.533789102154","4040.7119851020834","4040.7119851020834","4040.7119851020834"
"223","5124.106277869311","5124.106277869311","5124.106277869311","6361.231066119847","6361.231066119847","6361.231066119847","6912.199397396267","6912.199397396267","6912.199397396267","6591.187276027067","6591.187276027067","6591.187276027067","5350.567170670659","5350.567170670659","5350.567170670659","5093.6381972890385","5093.6381972890385","5093.6381972890385"
"230","5667.984837745362","5667.984837745362","5667.984837745362","5689.204353409669","5689.204353409669","5689.204353409669","6337.222025064192","6337.222025064192","6337.222025064192","7312.851663262231","7312.851663262231","7312.851663262231","5649.907961028969","5649.907961028969","5649.907961028969","4823.71531243573","4823.71531243573","4823.71531243573"
"238","5402.41310512866","5402.41310512866","5402.41310512866","5422.096464562809","5422.096464562809","5422.096464562809","6849.745073516445","6849.745073516445","6849.745073516445","6057.437075678157","6057.437075678157","6057.437075678157","5613.45439149677","5613.45439149677","5613.45439149677","4940.145650261291","4940.145650261291","4940.145650261291"
