weights/layer0_attn_norm,svd_log/weights/layer11/v,svd/weights/layer0/k,svd_log/weights/layer5/stacked,train/grad_norm,ortho/layer5_q/err,ortho/layer11_v/err,svd_log/weights/layer11/stacked,logits/layer0/max_p95,attn/layer5/maxA/frac>0.95,attn/layer11/entropy/p05,attn/layer5/entropy/p95,logits/layer0/mean,svd_log/weights/layer5/q,train/step_time_ms,_timestamp,train/total_time_hours,ortho/layer11_k/err_normalized,ortho/layer5_v/err,attn/layer11/entropy/mean,train/loss,train/lr_0,svd/weights/layer5/v,train/step,qkv/layer5/q_norm/mean,attn/layer11/entropy/p95,svd/weights/layer11/stacked,attn/layer5/entropy/p05,svd_log/weights/layer0/q,qkv/layer0/v_norm/mean,svd/weights/layer0/v,ortho/layer11_q/err_normalized,attn/layer5/entropy/mean,svd_log/weights/layer11/q,qkv/layer11/k_norm/mean,weights/layer11_mlp_norm,attn/layer0/entropy/mean,attn/layer11/maxA/frac>0.95,ortho/layer0_q/err_normalized,train/lr,qkv/layer0/k_norm/mean,ortho/layer5_v/err_normalized,logits/layer5/mean,svd_log/weights/layer0/stacked,qkv/layer0/q_norm/mean,attn/layer0/entropy/p05,val/ppl,qkv/layer11/q_norm/mean,logits/layer5/std,ortho/layer0_v/err,svd_log/weights/layer5/v,svd_log/weights/layer0/k,svd/weights/layer0/q,svd/weights/layer5/k,_runtime,ortho/layer5_q/err_normalized,svd_log/weights/layer5/k,ortho/layer11_v/err_normalized,svd/weights/layer5/q,svd/weights/layer11/q,qkv/layer5/k_norm/mean,weights/layer5_attn_norm,weights/layer11_attn_norm,qkv/layer5/v_norm/mean,train/total_time_seconds,ortho/layer0_v/err_normalized,logits/layer11/mean,ortho/layer11_q/err,svd/weights/layer0/stacked,svd/weights/layer5/stacked,val/loss,svd/weights/layer11/v,svd/weights/layer11/k,ortho/layer0_q/err,weights/layer0_mlp_norm,ortho/layer0_k/err_normalized,logits/layer5/max_p95,logits/layer11/std,ortho/layer0_k/err,ortho/layer5_k/err_normalized,svd_log/weights/layer0/v,attn/layer0/maxA/frac>0.95,weights/layer5_mlp_norm,attn/layer0/entropy/p95,ortho/layer5_k/err,val/step,logits/layer0/std,logits/layer11/max_p95,_step,ortho/layer11_k/err,train/tokens_per_sec,svd_log/weights/layer11/k,train/naninf_flag,svd/total_time_ms,qkv/layer11/v_norm/mean,run_id
,,,,1.1511989831924438,,,,,,,,,,5539.224147796631,1764104617.8278267,,,,,7.727655410766602,0.0024,,160.0,,,,,,,,,,,,,,,,0.0024,,,,,,,,,,,,,,,57.521886833,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,94650.07842452974,,0.0,,,ymmq8znz
,,,,0.6109456419944763,,,,,,,,,,5635.727405548096,1764104673.8082297,,,,,7.7068281173706055,0.0024,,320.0,,,,,,,,,,,,,,,,0.0024,,,,,,,,,,,,,,,113.502037492,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,93029.3398300039,,0.0,,,ymmq8znz
,,,,0.29167884588241577,,,,,,,,,,5668.685674667358,1764104730.389887,,,,,7.564056873321533,0.0024,,480.0,,,,,,,,,,,,,,,,0.0024,,,,,,,,,,,,,,,170.083836,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,92488.45854039447,,0.0,,,ymmq8znz
,,,,0.3667954206466675,,,,,,,,,,5689.720153808594,1764104787.2723536,,,,,7.347962379455566,0.0024,,640.0,,,,,,,,,,,,,,,,0.0024,,,,,,,,,,,,,,,226.966105588,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,92146.53547574766,,0.0,,,ymmq8znz
,,,,0.2687930464744568,,,,,,,,,,5699.89800453186,1764104844.3221738,,,,,7.344418048858643,0.0024,,800.0,,,,,,,,,,,,,,,,0.0024,,,,,,,,,,,,,,,284.016089811,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,91981.99679768839,,0.0,,,ymmq8znz
38.839115142822266,,,,,,,,77.451171875,0.011077880859375,0.762912392616272,5.811612606048584,3.614988088607788,,,1764104845.4641001,,,,4.14776086807251,,,,,0.7091163396835327,5.862563133239746,,1.6770528554916382,,0.7420777082443237,,,4.337800025939941,,0.735857367515564,37.29343032836914,0.3902714252471924,0.0188140869140625,,,0.7818657755851746,,-33.914039611816406,,0.885055422782898,2.083274441844196e-09,,0.70518958568573,169.8058319091797,,,,,,285.15800991,,,,,,0.7160676717758179,33.9936408996582,33.80634307861328,0.6963523626327515,,,-117.92012786865234,,,,,,,,48.32902145385742,,413.6340026855469,413.08868408203125,,,,0.5697301626205444,38.28085708618164,1.441200852394104,,,45.17071533203125,688.4639282226562,5,,,,,,0.6600097417831421,ymmq8znz
38.839115142822266,"{'packedBins': {'size': 0.07088727317750454, 'count': 64, 'min': -3.6066842079162598}, '_type': 'histogram', 'values': [1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 0, 1, 1, 0, 1, 0, 1, 2, 2, 1, 2, 3, 3, 4, 4, 6, 6, 7, 9, 10, 11, 15, 15, 20, 20, 27, 30, 38, 40, 47, 54, 64, 70, 77, 79, 71, 21, 0, 0, 1, 0, 0, 0, 0, 0, 1, 0, 0, 1]}","{'_type': 'histogram', 'values': [125, 121, 119, 109, 97, 84, 58, 26, 9, 5, 3, 3, 2, 1, 0, 0, 2, 0, 0, 1, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1], 'packedBins': {'min': 2.0538931494229473e-05, 'size': 0.15265216623797073, 'count': 64}}","{'_type': 'histogram', 'values': [6, 12, 12, 16, 20, 23, 22, 27, 26, 31, 31, 34, 34, 38, 40, 40, 42, 41, 42, 41, 41, 39, 37, 26, 17, 4, 1, 3, 2, 1, 2, 2, 1, 1, 2, 1, 2, 0, 1, 0, 2, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 1, 0, 0, 1], 'packedBins': {'size': 0.022577520459890366, 'count': 64, 'min': -0.3749079704284668}}",,88.30414581298828,77.59774017333984,"{'_type': 'histogram', 'values': [8, 9, 15, 16, 22, 23, 23, 28, 30, 33, 35, 35, 38, 41, 41, 42, 45, 43, 45, 43, 41, 37, 31, 16, 4, 2, 1, 1, 2, 3, 2, 2, 1, 1, 2, 0, 1, 0, 1, 0, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 1], 'packedBins': {'min': -0.38115331530570984, 'size': 0.023595947306603193, 'count': 64}}",77.03362274169922,0.011077880859375,0.762912392616272,5.811612606048584,3.614988088607788,"{'_type': 'histogram', 'values': [1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 2, 0, 1, 1, 3, 4, 3, 3, 6, 7, 8, 10, 12, 15, 21, 23, 30, 36, 46, 53, 66, 80, 92, 99, 95, 37, 3, 3, 1, 1, 0, 0, 0, 1, 1], 'packedBins': {'min': -5.032079696655273, 'size': 0.09318374935537577, 'count': 64}}",,1764104847.2040937,,0.10899438460667928,78.35665130615234,4.14776086807251,,,"{'_type': 'histogram', 'values': [102, 103, 96, 95, 91, 83, 75, 63, 41, 10, 3, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1], 'packedBins': {'size': 0.11738690573281474, 'count': 64, 'min': 4.540233203442767e-05}}",,0.7091163396835327,5.862563133239746,"{'packedBins': {'min': 0.41576382517814636, 'size': 0.20378823624923825, 'count': 64}, '_type': 'histogram', 'values': [126, 173, 168, 148, 104, 25, 3, 4, 4, 2, 2, 2, 1, 0, 1, 0, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1]}",1.6770528554916382,"{'_type': 'histogram', 'values': [1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 1, 1, 0, 1, 0, 1, 1, 3, 2, 2, 3, 1, 4, 5, 6, 5, 7, 9, 9, 11, 14, 14, 19, 23, 24, 29, 36, 40, 47, 54, 61, 67, 73, 75, 65, 26, 9, 2, 4, 1, 3, 1, 2, 1, 1, 0, 0, 1, 0, 1], 'packedBins': {'min': -3.457528591156006, 'size': 0.07100191153585911, 'count': 64}}",0.7420777082443237,"{'packedBins': {'size': 0.16267415629954485, 'count': 64, 'min': 0.0012771306792274117}, '_type': 'histogram', 'values': [139, 137, 127, 119, 104, 81, 43, 7, 2, 0, 2, 1, 2, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1]}",0.1358180046081543,4.337800025939941,"{'_type': 'histogram', 'values': [1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 1, 1, 2, 1, 2, 1, 3, 2, 4, 4, 3, 6, 7, 8, 9, 12, 13, 16, 18, 23, 29, 32, 37, 47, 52, 63, 71, 79, 85, 81, 43, 4, 2, 1, 0, 0, 0, 1, 0, 1, 0, 0, 1], 'packedBins': {'min': -3.9846959114074707, 'size': 0.077873095870018, 'count': 64}}",0.735857367515564,37.29343032836914,0.3902714252471924,0.0188140869140625,0.22197220722834268,,0.7818657755851746,0.10202688972155254,-33.914039611816406,"{'_type': 'histogram', 'values': [8, 12, 16, 19, 20, 23, 26, 30, 32, 33, 34, 40, 36, 43, 44, 45, 44, 43, 42, 41, 36, 31, 18, 11, 7, 4, 2, 4, 3, 2, 3, 1, 1, 1, 2, 1, 1, 1, 0, 0, 1, 2, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 1, 0, 1, 0, 0, 0, 0, 0, 0, 1], 'packedBins': {'count': 64, 'min': -0.36364561319351196, 'size': 0.02445517759770155}}",0.885055422782898,2.083274441844196e-09,,0.70518958568573,169.8058319091797,114.13972473144531,"{'packedBins': {'min': -4.342922210693359, 'size': 0.08154257014393806, 'count': 64}, '_type': 'histogram', 'values': [1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 1, 0, 1, 0, 0, 1, 2, 0, 1, 2, 3, 0, 3, 3, 5, 4, 7, 7, 7, 12, 11, 16, 17, 23, 26, 31, 37, 44, 53, 62, 73, 82, 89, 87, 47, 3, 2, 0, 0, 1, 0, 0, 1, 0, 2]}","{'packedBins': {'min': -4.687422275543213, 'size': 0.08870790898799896, 'count': 64}, '_type': 'histogram', 'values': [1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 2, 0, 1, 1, 1, 2, 2, 3, 4, 2, 5, 5, 8, 9, 11, 15, 16, 20, 25, 30, 37, 43, 54, 65, 74, 86, 93, 86, 39, 11, 7, 2, 2, 2, 0, 0, 0, 1, 1]}","{'values': [158, 152, 145, 125, 100, 56, 9, 6, 2, 3, 1, 1, 1, 1, 1, 0, 1, 0, 1, 0, 1, 1, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1], 'packedBins': {'min': 0.0003487156645860523, 'size': 0.1907222322392954, 'count': 64}, '_type': 'histogram'}","{'values': [79, 75, 77, 72, 74, 68, 64, 63, 54, 47, 39, 24, 11, 3, 1, 1, 0, 0, 1, 1, 1, 1, 1, 0, 0, 1, 2, 1, 1, 1, 0, 1, 1, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 1], 'packedBins': {'size': 0.09176919838000686, 'count': 64, 'min': 0.00010952618322335184}, '_type': 'histogram'}",286.90196464,0.11497935652732849,"{'_type': 'histogram', 'values': [1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 1, 1, 0, 1, 2, 1, 1, 1, 3, 2, 3, 3, 4, 6, 5, 7, 6, 10, 12, 12, 15, 20, 20, 26, 31, 35, 40, 48, 58, 64, 70, 79, 77, 65, 19, 2, 2, 3, 4, 3, 2, 0, 0, 2], 'packedBins': {'min': -3.960482120513916, 'size': 0.07389636151492596, 'count': 64}}",0.10103872418403625,"{'values': [114, 114, 109, 104, 97, 84, 73, 50, 13, 2, 1, 2, 0, 1, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1], 'packedBins': {'min': 9.287962711823639e-06, 'size': 0.13350569100477117, 'count': 64}, '_type': 'histogram'}","{'_type': 'histogram', 'values': [135, 133, 126, 118, 102, 87, 52, 8, 1, 2, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1], 'packedBins': {'size': 0.15595442625078704, 'count': 64, 'min': 0.00010358670988352969}}",0.7160676717758179,33.9936408996582,33.80634307861328,0.6963523626327515,,0.14861943324406943,-117.92012786865234,104.3082275390625,"{'packedBins': {'min': 0.4328669011592865, 'size': 0.24172462755814195, 'count': 64}, '_type': 'histogram', 'values': [150, 194, 180, 138, 62, 14, 7, 5, 3, 2, 2, 2, 1, 0, 0, 1, 1, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1]}","{'values': [105, 146, 148, 136, 113, 77, 17, 5, 2, 3, 3, 2, 0, 3, 1, 0, 1, 2, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1], 'packedBins': {'min': 0.4217858910560608, 'size': 0.17700988706201315, 'count': 64}, '_type': 'histogram'}",,"{'_type': 'histogram', 'values': [118, 113, 112, 106, 97, 88, 74, 48, 9, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1], 'packedBins': {'count': 64, 'min': 0.0002473522035870701, 'size': 0.13301747489595073}}","{'_type': 'histogram', 'values': [113, 113, 107, 101, 97, 85, 69, 50, 14, 2, 1, 0, 1, 2, 2, 3, 0, 2, 0, 2, 0, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1], 'packedBins': {'min': 0.0007944009266793728, 'size': 0.13186231270810822, 'count': 64}}",170.4746551513672,48.32902145385742,0.13906901081403097,414.32928466796875,413.08868408203125,106.80500030517578,0.06741615136464436,"{'_type': 'histogram', 'values': [1, 1, 0, 0, 0, 1, 0, 0, 1, 0, 1, 1, 1, 0, 2, 1, 1, 2, 2, 2, 4, 3, 3, 5, 4, 6, 6, 9, 8, 10, 11, 14, 14, 16, 22, 20, 26, 28, 35, 38, 43, 47, 55, 60, 64, 66, 63, 48, 11, 3, 2, 1, 2, 0, 1, 0, 0, 1, 1, 0, 0, 0, 0, 1], 'packedBins': {'min': -2.8937647342681885, 'size': 0.061114322394132614, 'count': 64}}",0.5697301626205444,38.28085708618164,1.441200852394104,51.775604248046875,,45.17071533203125,689.9824829101562,6,83.70768737792969,,"{'_type': 'histogram', 'values': [1, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 1, 1, 0, 1, 1, 0, 3, 0, 2, 2, 3, 2, 4, 3, 4, 6, 5, 6, 7, 8, 9, 11, 13, 14, 17, 20, 22, 25, 30, 34, 38, 44, 49, 55, 62, 66, 68, 64, 42, 6, 2, 1, 4, 3, 4, 1, 0, 1, 0, 0, 1, 0, 1], 'packedBins': {'count': 64, 'min': -3.0999603271484375, 'size': 0.0629109675064683}}",,563.4753704071045,0.6600097417831421,ymmq8znz
,,,,0.2102869153022766,,,,,,,,,,5710.574150085449,1764104904.2754228,,,,,7.113686561584473,0.0024,,960.0,,,,,,,,,,,,,,,,0.0024,,,,,,,,,,,,,,,343.969402889,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,,91810.03279541602,,0.0,,,ymmq8znz
,,,,0.2705382704734802,,,,,,,,,,5713.862180709839,1764104961.389486,,,,,7.095483303070068,0.0024,,1120.0,,,,,,,,,,,,,,,,0.0024,,,,,,,,,,,,,,,401.083224436,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,,91757.20089469627,,0.0,,,ymmq8znz
,,,,0.5961841344833374,,,,,,,,,,5709.6192836761475,1764105018.5247629,,,,,7.012707710266113,0.0024,,1280.0,,,,,,,,,,,,,,,,0.0024,,,,,,,,,,,,,,,458.218704645,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,,91825.3869393611,,0.0,,,ymmq8znz
