svd_log/post_update/layer0/v,svd_log/post_update/layer11/stacked,svd_log/post_update/layer0/q,svd_log/weights/layer11/q,svd/pre_update/layer5/stacked,svd/pre_update/layer0/v,svd/post_update/layer5/k,train/step,svd_log/post_update/layer0/k,svd/weights/layer0/stacked,attn/layer5/maxA/frac>0.95,svd_log/pre_update/layer0/k,train/tokens_per_sec,ortho/layer0_q/err,logits/layer11/std,svd/pre_update/layer11/k,svd_log/weights/layer5/k,logits/layer0/std,svd/post_update/layer11/k,logits/layer5/mean,ortho/layer0_k/err,qkv/layer11/k_norm/mean,attn/layer11/entropy/p95,weights/layer11_attn_norm,qkv/layer11/q_norm/mean,_timestamp,svd/post_update/layer0/q,svd_log/pre_update/layer5/v,svd_log/pre_update/layer11/stacked,svd/weights/layer0/q,ortho/layer5_v/err,svd_log/post_update/layer5/q,attn/layer0/entropy/p95,svd_log/pre_update/layer11/q,ortho/layer5_k/err,qkv/layer0/q_norm/mean,qkv/layer5/k_norm/mean,logits/layer11/mean,ortho/layer5_v/err_normalized,svd/post_update/layer5/q,attn/layer5/entropy/mean,train/step_time_ms,attn/layer11/entropy/p05,ortho/layer5_q/err_normalized,train/grad_norm,svd_log/post_update/layer11/k,train/total_time_seconds,ortho/layer11_v/err_normalized,svd/pre_update/layer11/stacked,svd/pre_update/layer11/q,weights/layer0_attn_norm,svd/post_update/layer5/v,svd/weights/layer5/stacked,svd_log/weights/layer5/q,train/naninf_flag,train/lr_0,svd/total_time_ms,svd/weights/layer11/k,svd/weights/layer11/q,val/loss,qkv/layer11/v_norm/mean,svd/post_update/layer11/v,_runtime,svd_log/weights/layer11/v,train/lr,svd_log/post_update/layer11/v,svd_log/pre_update/layer11/k,svd_log/pre_update/layer5/q,svd_log/pre_update/layer5/stacked,svd/pre_update/layer5/q,svd/weights/layer11/stacked,svd/post_update/layer0/stacked,attn/layer0/entropy/p05,qkv/layer0/v_norm/mean,qkv/layer5/q_norm/mean,svd_log/pre_update/layer0/v,svd/post_update/layer0/v,logits/layer0/max_p95,attn/layer11/entropy/mean,svd/pre_update/layer0/k,svd/post_update/layer11/stacked,train/total_time_hours,svd_log/post_update/layer5/stacked,weights/layer5_mlp_norm,svd_log/weights/layer11/k,svd/weights/layer11/v,svd_log/post_update/layer5/v,qkv/layer5/v_norm/mean,svd_log/post_update/layer5/k,svd_log/weights/layer0/v,attn/layer5/entropy/p05,svd_log/weights/layer0/k,svd/post_update/layer11/q,svd/post_update/layer5/stacked,svd_log/pre_update/layer0/stacked,train/loss,svd_log/weights/layer5/stacked,svd_log/weights/layer5/v,svd/pre_update/layer0/stacked,attn/layer5/entropy/p95,val/ppl,ortho/layer11_q/err_normalized,weights/layer0_mlp_norm,ortho/layer11_v/err,attn/layer0/entropy/mean,qkv/layer0/k_norm/mean,svd_log/post_update/layer0/stacked,svd/pre_update/layer0/q,svd/pre_update/layer11/v,ortho/layer5_q/err,svd/post_update/layer0/k,ortho/layer5_k/err_normalized,ortho/layer11_k/err_normalized,svd_log/pre_update/layer0/q,weights/layer11_mlp_norm,_step,ortho/layer11_k/err,logits/layer11/max_p95,ortho/layer11_q/err,svd/weights/layer0/k,logits/layer5/max_p95,weights/layer5_attn_norm,logits/layer0/mean,svd/weights/layer0/v,ortho/layer0_q/err_normalized,svd/pre_update/layer5/v,svd_log/weights/layer0/stacked,logits/layer5/std,svd_log/post_update/layer11/q,svd_log/pre_update/layer11/v,ortho/layer0_v/err,svd_log/weights/layer0/q,ortho/layer0_k/err_normalized,val/step,svd/pre_update/layer5/k,attn/layer11/maxA/frac>0.95,svd/weights/layer5/q,svd/weights/layer5/k,ortho/layer0_v/err_normalized,svd/weights/layer5/v,svd_log/weights/layer11/stacked,svd_log/pre_update/layer5/k,attn/layer0/maxA/frac>0.95,run_id,pe/ortho_err_before,pe/ortho_err_after,pe/time_ms
,,,,,,,160.0,,,,,92955.16588335471,,,,,,,,,,,,,1764316091.044997,,,,,,,,,,,,,,,,5640.224456787109,,,9.54059886932373,,,,,,,,,,0.0,0.01,,,,,,,70.642563637,,0.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.92532730102539,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,lmpm42j7,,,
,,,,,,,320.0,,,,,91967.08640067925,,,,,,,,,,,,,1764316147.928616,,,,,,,,,,,,,,,,5700.822114944458,,,3.268301010131836,,,,,,,,,,0.0,0.01,,,,,,,127.526186007,,0.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.817911624908447,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,lmpm42j7,,,
,,,,,,,480.0,,,,,91367.44479628226,,,,,,,,,,,,,1764316205.1618226,,,,,,,,,,,,,,,,5738.236427307129,,,5.548037528991699,,,,,,,,,,0.0,0.01,,,,,,,184.759346853,,0.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.167364597320557,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,lmpm42j7,,,
,,,,,,,640.0,,,,,91083.35507403892,,,,,,,,,,,,,1764316262.5969005,,,,,,,,,,,,,,,,5756.134033203125,,,1.8467745780944824,,,,,,,,,,0.0,0.01,,,,,,,242.194496504,,0.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.650214195251465,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,lmpm42j7,,,
,,,,,,,800.0,,,,,91151.58952357239,,,,,,,,,,,,,1764316320.1117384,,,,,,,,,,,,,,,,5751.8250942230225,,,2.5149271488189697,,,,,,,,,,0.0,0.01,,,,,,,299.709265243,,0.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.507916450500488,,,,,,,,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,lmpm42j7,,,
,,,,,,,,,,0.0009765625,,,,0.23355497419834137,,,0.7021175622940063,,0.04179564490914345,,0.5513780117034912,6.874812126159668,26.5971736907959,0.5510599613189697,1764316321.1889946,,,,,,,6.71752405166626,,,0.5579540729522705,0.552985668182373,-0.027347521856427193,,,5.922814846038818,,3.9440462589263916,,,,,,,,26.775266647338867,,,,,,,,,,0.559297502040863,,300.786553753,,,,,,,,,,3.8086609840393066,0.5568481683731079,0.5515919923782349,,,1.0052835941314697,5.930131912231445,,,,,31.396921157836914,,,,0.5607755780220032,,,3.934493064880371,,,,,,,,,6.867128849029541,,,32.476806640625,,5.73708438873291,0.5580371022224426,,,,,,,,,31.117122650146484,5,,0.3731432557106018,,,0.47661063075065613,26.654930114746094,-0.11545384675264359,,,,,0.26303818821907043,,,,,,,,0.0009765625,,,,,,,0.0009765625,lmpm42j7,,,
