svd/weights/layer5/k,svd/weights/layer11/v,val/step,attn/layer11/entropy/p95,logits/layer0/mean,svd/weights/layer0/stacked,svd_log/weights/layer11/stacked,_timestamp,val/loss,attn/layer0/entropy/p05,svd/weights/layer11/stacked,_step,ortho/layer0_q/err_normalized,logits/layer5/std,svd_log/weights/layer11/v,attn/layer5/entropy/mean,svd/weights/layer0/v,logits/layer11/max_p95,ortho/layer5_q/err_normalized,svd_log/weights/layer11/k,train/tokens_per_sec,qkv/layer0/q_norm/mean,ortho/layer0_q/err,ortho/layer5_k/err,attn/layer11/maxA/frac>0.95,logits/layer0/max_p95,attn/layer5/entropy/p05,svd_log/weights/layer0/v,attn/layer0/maxA/frac>0.95,train/step_time_ms,_runtime,svd/weights/layer11/k,weights/layer5_mlp_norm,train/total_time_seconds,logits/layer5/max_p95,ortho/layer11_k/err,weights/layer0_attn_norm,weights/layer11_attn_norm,qkv/layer0/k_norm/mean,attn/layer11/entropy/p05,ortho/layer11_v/err,qkv/layer0/v_norm/mean,train/total_time_hours,qkv/layer11/q_norm/mean,train/step,train/grad_norm,svd/weights/layer0/q,ortho/layer5_v/err_normalized,train/naninf_flag,svd_log/weights/layer0/stacked,svd_log/weights/layer0/q,weights/layer5_attn_norm,svd_log/weights/layer5/k,logits/layer5/mean,ortho/layer5_q/err,svd_log/weights/layer5/v,svd/weights/layer5/v,ortho/layer0_k/err,qkv/layer5/v_norm/mean,qkv/layer5/k_norm/mean,logits/layer11/mean,svd/weights/layer5/stacked,svd_log/weights/layer0/k,svd_log/weights/layer5/q,logits/layer0/std,qkv/layer11/v_norm/mean,svd/total_time_ms,svd/weights/layer5/q,svd/weights/layer0/k,attn/layer5/entropy/p95,ortho/layer5_v/err,attn/layer0/entropy/p95,ortho/layer11_k/err_normalized,qkv/layer5/q_norm/mean,ortho/layer11_v/err_normalized,ortho/layer0_v/err,attn/layer11/entropy/mean,svd_log/weights/layer11/q,logits/layer11/std,attn/layer5/maxA/frac>0.95,val/ppl,svd_log/weights/layer5/stacked,ortho/layer11_q/err,svd/weights/layer11/q,train/lr,weights/layer0_mlp_norm,train/lr_0,ortho/layer0_k/err_normalized,ortho/layer11_q/err_normalized,qkv/layer11/k_norm/mean,train/loss,attn/layer0/entropy/mean,weights/layer11_mlp_norm,ortho/layer5_k/err_normalized,ortho/layer0_v/err_normalized,run_id
,,,,,,,1764125520.205996,,,,0,,,,,,,,,93630.90311488284,,,,,,,,,5599.518775939941,58.292998906,,,,,,,,,,,,,,160.0,0.7657554149627686,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0009,,0.0009,,,,7.689189434051514,,,,,ru1li1e6
,,,,,,,1764125576.485002,,,,1,,,,,,,,,92722.509239032,,,,,,,,,5654.376745223999,114.571764364,,,,,,,,,,,,,,320.0,0.42961299419403076,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0009,,0.0009,,,,7.591782093048096,,,,,ru1li1e6
,,,,,,,1764125633.0926104,,,,2,,,,,,,,,92589.92266621126,,,,,,,,,5662.473678588867,171.17932761,,,,,,,,,,,,,,480.0,0.39732322096824646,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0009,,0.0009,,,,7.387927055358887,,,,,ru1li1e6
,,,,,,,1764125689.7205834,,,,3,,,,,,,,,92623.96519094256,,,,,,,,,5660.39252281189,227.807362513,,,,,,,,,,,,,,640.0,0.6930465698242188,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0009,,0.0009,,,,7.21432638168335,,,,,ru1li1e6
,,,,,,,1764125746.2859032,,,,4,,,,,,,,,92735.97220058828,,,,,,,,,5653.555870056152,284.372760705,,,,,,,,,,,,,,800.0,0.3454614579677582,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0009,,0.0009,,,,7.151230812072754,,,,,ru1li1e6
,,,6.1601972579956055,0.4042228162288666,,,1764125747.4008846,,0.9495537281036377,,5,,25.895126342773438,,3.6009163856506348,,21.485149383544922,,,,0.6055139303207397,,,0.01409912109375,7.668435096740723,0.6877713799476624,,0.01570638082921505,,285.487703915,,31.90158462524414,,29.834421157836914,,28.646188735961914,27.559125900268555,0.6035833358764648,1.2194344997406006,,0.5794404745101929,,0.575612485408783,,,,,,,,27.79929542541504,,-8.493592262268066,,,,,0.5723825693130493,0.5814276933670044,-1.8996810913085938,,,,4.469564914703369,0.570615291595459,,,,6.213983535766602,,6.142449378967285,,0.5828685760498047,,,3.7036871910095215,,13.28484058380127,0.03231557458639145,,,,,,35.046627044677734,,,,0.5755605101585388,,3.7041878700256348,31.842693328857422,,,ru1li1e6
"{'values': [43, 43, 43, 43, 41, 42, 41, 41, 40, 40, 37, 36, 34, 37, 32, 31, 29, 26, 25, 21, 17, 9, 6, 2, 2, 2, 2, 0, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1], 'packedBins': {'min': 0.0004198229289613664, 'size': 0.04945933496583166, 'count': 64}, '_type': 'histogram'}","{'values': [40, 41, 42, 38, 39, 40, 38, 39, 37, 38, 35, 37, 34, 34, 32, 30, 30, 28, 26, 23, 21, 19, 13, 10, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1], 'packedBins': {'size': 0.04589651030710229, 'count': 64, 'min': 0.00024350330932065845}, '_type': 'histogram'}",,6.1601972579956055,0.4042228162288666,"{'_type': 'histogram', 'values': [40, 60, 69, 72, 71, 72, 71, 63, 63, 55, 49, 37, 23, 9, 2, 2, 2, 0, 0, 1, 0, 1, 0, 1, 0, 0, 1, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1], 'packedBins': {'count': 64, 'min': 0.41559889912605286, 'size': 0.08441934688016772}}","{'packedBins': {'min': -0.38339728116989136, 'size': 0.01534698624163866, 'count': 64}, '_type': 'histogram', 'values': [5, 7, 6, 11, 8, 12, 14, 14, 15, 15, 19, 17, 20, 19, 20, 23, 21, 25, 25, 26, 24, 28, 28, 28, 29, 28, 28, 32, 28, 30, 29, 28, 25, 23, 21, 17, 8, 5, 1, 0, 1, 0, 0, 0, 1, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1]}",1764125749.1220498,,0.9495537281036377,"{'values': [24, 36, 41, 46, 45, 49, 48, 49, 48, 46, 46, 43, 43, 40, 36, 32, 31, 25, 18, 10, 4, 2, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1], 'packedBins': {'min': 0.41362112760543823, 'size': 0.055571177043020725, 'count': 64}, '_type': 'histogram'}",6,0.03577872862418493,25.895126342773438,"{'_type': 'histogram', 'values': [1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 1, 0, 0, 2, 0, 1, 0, 1, 2, 2, 1, 2, 2, 3, 3, 3, 5, 4, 8, 5, 8, 9, 11, 13, 12, 18, 17, 21, 26, 28, 33, 37, 43, 49, 53, 63, 66, 70, 71, 58, 12, 0, 0, 0, 0, 1, 1], 'packedBins': {'size': 0.06377329677343369, 'count': 64, 'min': -3.613495349884033}}",3.6009163856506348,"{'_type': 'histogram', 'values': [46, 45, 45, 44, 44, 44, 41, 43, 41, 42, 36, 41, 34, 37, 33, 32, 28, 25, 24, 18, 13, 5, 1, 1, 0, 1, 0, 1, 0, 0, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1], 'packedBins': {'count': 64, 'min': 0.0015686749247834086, 'size': 0.05145066790464625}}",21.485620498657227,0.03162457545598348,"{'_type': 'histogram', 'values': [1, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 1, 0, 0, 1, 0, 1, 1, 0, 1, 1, 1, 3, 1, 2, 2, 4, 3, 3, 5, 5, 6, 4, 9, 7, 9, 11, 12, 14, 16, 18, 19, 24, 28, 31, 34, 38, 46, 48, 56, 61, 63, 65, 62, 38, 7, 2, 1, 1, 0, 1], 'packedBins': {'min': -3.4015371799468994, 'size': 0.05941532738506794, 'count': 64}}",,0.6055139303207397,27.478063583374023,22.83559226989746,0.01409912109375,7.632177829742432,0.6877713799476624,"{'_type': 'histogram', 'values': [1, 1, 0, 0, 0, 1, 0, 0, 1, 0, 1, 0, 0, 2, 1, 0, 1, 2, 2, 1, 2, 3, 2, 3, 2, 4, 4, 6, 5, 4, 7, 6, 8, 10, 10, 11, 13, 15, 16, 18, 20, 24, 24, 31, 30, 36, 39, 44, 47, 52, 54, 59, 57, 51, 30, 2, 2, 1, 0, 1, 0, 0, 0, 1], 'packedBins': {'size': 0.051910074427723885, 'count': 64, 'min': -2.804466962814331}}",0.01570638082921505,,287.212782781,"{'packedBins': {'min': 0.00039670057594776154, 'size': 0.03933646573568694, 'count': 64}, '_type': 'histogram', 'values': [35, 35, 34, 34, 32, 34, 36, 31, 33, 32, 33, 30, 32, 30, 29, 29, 28, 27, 25, 25, 24, 21, 19, 20, 17, 14, 10, 6, 3, 2, 2, 1, 1, 0, 1, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1]}",31.90158462524414,,29.86256217956543,21.792232513427734,28.646188735961914,27.559125900268555,0.6035833358764648,1.2194344997406006,22.666080474853516,0.5794404745101929,,0.575612485408783,,,"{'_type': 'histogram', 'values': [51, 50, 50, 52, 48, 49, 49, 49, 43, 44, 42, 40, 38, 35, 33, 30, 23, 20, 10, 2, 2, 1, 1, 1, 0, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 1], 'packedBins': {'min': 0.000559639185667038, 'size': 0.058764717367012054, 'count': 64}}",0.029623488585154217,,"{'packedBins': {'min': -0.3813256025314331, 'size': 0.0179083114489913, 'count': 64}, '_type': 'histogram', 'values': [6, 7, 8, 12, 13, 16, 17, 16, 20, 19, 24, 22, 25, 25, 26, 27, 29, 30, 32, 33, 33, 34, 31, 35, 35, 32, 32, 32, 30, 23, 16, 11, 3, 2, 2, 0, 2, 0, 1, 0, 1, 0, 1, 0, 0, 1, 0, 1, 0, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1]}","{'_type': 'histogram', 'values': [1, 0, 0, 0, 1, 0, 0, 0, 0, 0, 1, 0, 1, 0, 1, 1, 0, 0, 2, 0, 1, 2, 1, 2, 2, 2, 2, 3, 5, 4, 3, 6, 5, 6, 9, 9, 9, 12, 13, 15, 17, 20, 25, 25, 30, 32, 40, 45, 50, 52, 58, 63, 65, 66, 45, 8, 3, 1, 1, 0, 0, 1, 0, 2], 'packedBins': {'count': 64, 'min': -3.252091884613037, 'size': 0.059803955256938934}}",27.79929542541504,"{'packedBins': {'size': 0.060584685765206814, 'count': 64, 'min': -3.376934051513672}, '_type': 'histogram', 'values': [1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 1, 0, 1, 0, 2, 0, 1, 1, 0, 1, 2, 1, 2, 1, 3, 4, 2, 3, 4, 7, 4, 7, 7, 8, 8, 12, 14, 13, 16, 21, 20, 24, 30, 33, 35, 42, 47, 53, 58, 64, 66, 66, 56, 17, 6, 2, 0, 0, 0, 0, 1]}",-8.493592262268066,24.287673950195312,"{'_type': 'histogram', 'values': [1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 1, 0, 0, 1, 1, 1, 0, 1, 3, 1, 3, 0, 3, 3, 3, 3, 4, 4, 8, 4, 7, 10, 9, 12, 11, 14, 19, 19, 22, 24, 29, 32, 38, 41, 50, 52, 59, 66, 68, 66, 56, 14, 1, 0, 0, 0, 0, 2], 'packedBins': {'size': 0.06111721321940422, 'count': 64, 'min': -3.464970588684082}}","{'values': [39, 38, 38, 40, 37, 37, 36, 37, 36, 36, 34, 36, 32, 33, 31, 30, 29, 29, 27, 23, 22, 20, 18, 13, 11, 3, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 1], 'packedBins': {'min': 0.00034279117244295776, 'size': 0.04368152927463598, 'count': 64}, '_type': 'histogram'}",28.417335510253906,0.5723825693130493,0.5814276933670044,-1.8996810913085938,"{'_type': 'histogram', 'values': [28, 42, 55, 52, 59, 58, 57, 57, 56, 53, 48, 48, 42, 38, 32, 22, 9, 4, 2, 1, 1, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1], 'packedBins': {'min': 0.4089604318141937, 'size': 0.06681548664346337, 'count': 64}}","{'_type': 'histogram', 'values': [1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1, 1, 0, 1, 1, 2, 0, 2, 2, 4, 0, 3, 4, 5, 5, 4, 7, 8, 10, 11, 13, 16, 16, 22, 25, 28, 35, 40, 46, 54, 59, 71, 74, 79, 73, 35, 4, 2, 1, 1, 0, 0, 0, 1], 'packedBins': {'count': 64, 'min': -3.9543488025665283, 'size': 0.07191096991300583}}","{'_type': 'histogram', 'values': [1, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 2, 1, 1, 1, 1, 2, 2, 2, 2, 3, 4, 3, 4, 6, 4, 6, 7, 9, 9, 10, 13, 15, 15, 18, 22, 23, 29, 33, 35, 42, 45, 51, 57, 61, 64, 67, 62, 28, 2, 0, 0, 0, 1, 1, 0, 1], 'packedBins': {'min': -3.298771619796753, 'size': 0.059992155991494656, 'count': 64}}",4.469564914703369,0.570615291595459,555.0119876861572,"{'values': [48, 47, 47, 45, 50, 44, 46, 43, 43, 42, 41, 39, 37, 34, 34, 31, 28, 26, 20, 14, 3, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1], 'packedBins': {'size': 0.05426046592583589, 'count': 64, 'min': 0.0005026069702580571}, '_type': 'histogram'}","{'packedBins': {'min': 0.00011108393664471805, 'size': 0.06946442306116296, 'count': 64}, '_type': 'histogram', 'values': [61, 58, 60, 58, 59, 54, 56, 52, 51, 48, 44, 43, 36, 32, 24, 16, 7, 2, 1, 1, 1, 0, 0, 1, 0, 0, 0, 1, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1]}",6.213983535766602,22.750839233398438,6.142449378967285,0.028375302751859028,0.5828685760498047,0.029513125618298847,23.352603912353516,3.7036871910095215,"{'packedBins': {'min': -3.2142493724823, 'size': 0.057689620181918144, 'count': 64}, '_type': 'histogram', 'values': [1, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 1, 0, 1, 1, 1, 0, 1, 1, 1, 1, 1, 2, 2, 2, 3, 2, 4, 4, 3, 5, 6, 5, 7, 8, 10, 9, 12, 12, 17, 18, 19, 24, 24, 30, 32, 38, 42, 48, 52, 57, 60, 64, 62, 54, 16, 1, 0, 0, 1, 1, 0, 1]}",13.28484058380127,0.03231557458639145,,"{'packedBins': {'count': 64, 'min': -0.3883187472820282, 'size': 0.016547537874430418}, '_type': 'histogram', 'values': [4, 5, 8, 11, 10, 12, 15, 15, 18, 16, 19, 21, 20, 23, 22, 25, 25, 26, 28, 28, 29, 30, 30, 32, 33, 29, 31, 33, 31, 29, 28, 28, 21, 16, 5, 4, 2, 1, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 1]}",23.00742530822754,"{'values': [43, 40, 40, 43, 39, 41, 38, 40, 39, 37, 39, 35, 34, 34, 32, 31, 28, 28, 26, 22, 22, 15, 12, 6, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1], 'packedBins': {'min': 0.0006105914944782853, 'size': 0.046948105073170154, 'count': 64}, '_type': 'histogram'}",,35.046627044677734,,0.037001738945643105,0.029957585036754608,0.5755605101585388,,3.7041878700256348,31.842693328857422,0.029733844101428986,0.030407036344210308,ru1li1e6
,,,,,,,1764125805.6310475,,,,7,,,,,,,,,92672.02766157022,,,,,,,,,5657.456874847412,343.717761276,,,,,,,,,,,,,,960.0,0.2124154269695282,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0009,,0.0009,,,,6.850759029388428,,,,,ru1li1e6
,,,,,,,1764125862.1663513,,,,8,,,,,,,,,92795.65825362022,,,,,,,,,5649.919509887695,400.25299458,,,,,,,,,,,,,,1120.0,0.9544736742973328,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0009,,0.0009,,,,6.85590934753418,,,,,ru1li1e6
,,,,,,,1764125918.7070599,,,,9,,,,,,,,,92752.06014960214,,,,,,,,,5652.575254440308,456.793822276,,,,,,,,,,,,,,1280.0,0.4179022014141083,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0009,,0.0009,,,,6.740478038787842,,,,,ru1li1e6
