qkv/layer5/v_norm/mean,attn/layer0/entropy/mean,ortho/layer0_v/err_normalized,svd/layer11_v/sigma_min,logits/layer5/mean,train/lr,svd/layer0_q/sigma_min,svd/layer5_q/condition_number,qkv/layer11/k_norm/mean,train/step_time_ms,svd/layer0_v/spectral_gap,ortho/layer0_q/err_normalized,logits/layer11/max_p95,svd/layer11_v/sigma_max,ortho/layer11_k/err,svd/layer5_v/spectral_gap,qkv/layer11/q_norm/mean,ortho/layer0_q/err,logits/layer5/std,svd/layer5_k/sigma_min,svd/layer5_q/effective_rank,_timestamp,weights/layer5_mlp_norm,qkv/layer0/k_norm/mean,logits/layer0/std,attn/layer11/entropy/p95,svd/layer0_q/spectral_gap,attn/layer5/maxA/frac>0.95,attn/layer5/entropy/p05,svd/layer5_v/condition_number,ortho/layer5_k/err_normalized,train/loss,svd/layer0_v/effective_rank,logits/layer11/mean,logits/layer0/mean,svd/layer5_v/sigma_max,qkv/layer5/k_norm/mean,ortho/layer11_q/err,svd/layer5_k/effective_rank,svd/layer11_v/condition_number,train/total_time_seconds,weights/layer11_mlp_norm,attn/layer0/entropy/p95,svd/layer11_v/effective_rank,train/grad_norm,ortho/layer11_v/err,svd/layer11_k/sigma_min,svd/layer5_q/spectral_gap,train/step,attn/layer0/entropy/p05,ortho/layer0_k/err,svd/layer11_q/spectral_gap,attn/layer11/entropy/p05,ortho/layer11_q/err_normalized,qkv/layer11/v_norm/mean,svd/layer5_k/spectral_gap,qkv/layer0/q_norm/mean,svd/layer5_q/sigma_max,svd/layer0_q/condition_number,weights/layer0_mlp_norm,train/lr_0,svd/layer11_k/effective_rank,svd/layer0_q/sigma_max,ortho/layer0_k/err_normalized,ortho/layer5_k/err,logits/layer11/std,weights/layer0_attn_norm,svd/layer0_v/sigma_min,attn/layer0/maxA/frac>0.95,train/tokens_per_sec,svd/layer5_q/sigma_min,attn/layer5/entropy/p95,ortho/layer5_q/err,ortho/layer11_v/err_normalized,qkv/layer0/v_norm/mean,train/total_time_hours,attn/layer11/maxA/frac>0.95,train/naninf_flag,svd/layer5_v/effective_rank,qkv/layer5/q_norm/mean,attn/layer5/entropy/mean,svd/layer5_k/sigma_max,svd/layer0_k/effective_rank,ortho/layer5_q/err_normalized,svd/layer11_q/sigma_min,svd/layer11_q/sigma_max,svd/layer11_k/sigma_max,svd/layer11_k/spectral_gap,svd/layer0_k/condition_number,svd/layer0_q/effective_rank,val/step,svd/total_time_ms,ortho/layer11_k/err_normalized,_step,svd/layer0_k/sigma_max,svd/layer5_v/sigma_min,svd/layer11_k/condition_number,svd/layer11_q/effective_rank,svd/layer0_k/spectral_gap,logits/layer0/max_p95,svd/layer0_v/condition_number,svd/layer0_k/sigma_min,ortho/layer0_v/err,svd/layer11_v/spectral_gap,logits/layer5/max_p95,weights/layer5_attn_norm,val/loss,weights/layer11_attn_norm,ortho/layer5_v/err_normalized,svd/layer0_v/sigma_max,svd/layer11_q/condition_number,attn/layer11/entropy/mean,_runtime,ortho/layer5_v/err,svd/layer5_k/condition_number,run_id
,,,,,1e-05,,,,5680.7379722595215,,,,,,,,,,,,1763291529.1327815,,,,,,,,,,9.654877662658691,,,,,,,,,,,,,2.435904026031494,,,,160.0,,,,,,,,,,,,1e-05,,,,,,,,,92292.2343118501,,,,,,,,0.0,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,59.20491289,,,mqqy71u9
0.554628849029541,5.890838146209717,,,0.06218084692955017,,,,0.553667426109314,,,,0.5888805389404297,,,,0.5538011193275452,,0.2765345871448517,,,1763291530.191655,30.70611000061035,0.5544213056564331,0.30201566219329834,6.876906871795654,,0.0009765625,3.9427313804626465,,,,,-0.00887386966496706,-0.0005977048422209918,,0.5547434091567993,,,,,30.726526260375977,6.835294723510742,,,,,,,3.9019503593444824,,,3.9471230506896973,,0.5550844669342041,,0.5541751384735107,,,30.724477767944336,,,,,,0.3229283094406128,26.617361068725586,,0.0009765625,,,6.872153282165527,,,0.554412841796875,,0.0009765625,,,0.5541326999664307,5.927626609802246,,,,,,,,,,,,,1,,,,,,0.49570637941360474,,,,,0.4888574779033661,26.62459373474121,,26.6094913482666,,,,5.932120323181152,60.26370162,,,mqqy71u9
,,,,,1e-05,,,,5710.675001144409,,,,,,,,,,,,1763291587.1370277,,,,,,,,,,9.458415031433105,,,,,,,,,,,,,2.098599672317505,,,,320.0,,,,,,,,,,,,1e-05,,,,,,,,,91808.4114215804,,,,,,,,0.0,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,117.208968229,,,mqqy71u9
0.5546183586120605,5.890744209289551,,,0.012092533521354198,,,,0.5536643862724304,,,,0.43802452087402344,,,,0.553798258304596,,0.28118953108787537,,,1763291588.0151324,30.706106185913086,0.5544276833534241,0.302299439907074,6.874087333679199,,0.0009765625,3.941789388656616,,,,,-0.07234495133161545,-0.000699349504429847,,0.554740846157074,,,,,30.72665786743164,6.835305690765381,,,,,,,3.9024555683135986,,,3.94600248336792,,0.5550849437713623,,0.5541840195655823,,,30.72331428527832,,,,,,0.2823637127876282,26.617048263549805,,0.0009765625,,,6.8703508377075195,,,0.5543780326843262,,0.0009765625,,,0.554131269454956,5.926048278808594,,,,,,,,,,,,,3,,,,,,0.4958837628364563,,,,,0.44090232253074646,26.624364852905273,,26.609405517578125,,,,5.929505348205566,118.087160272,,,mqqy71u9
,,,,,1e-05,,,,5718.313932418823,,,,,,,,,,,,1763291645.1390836,,,,,,,,,,9.24755573272705,,,,,,,,,,,,,1.9939463138580322,,,,480.0,,,,,,,,,,,,1e-05,,,,,,,,,91685.76720275103,,,,,,,,0.0,,,,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,175.211042399,,,mqqy71u9
0.5546051263809204,5.890708923339844,,,-0.02385229617357254,,,,0.5536615252494812,,,,0.502258837223053,,,,0.5537954568862915,,0.28705888986587524,,,1763291646.0175397,30.706315994262695,0.5544418096542358,0.3024478852748871,6.8646674156188965,,0.0009765625,3.931256055831909,,,,,-0.06812173873186111,-0.000944084080401808,,0.5547404289245605,,,,,30.726736068725586,6.835184574127197,,,,,,,3.9032888412475586,,,3.928837299346924,,0.5550775527954102,,0.5541988611221313,,,30.722545623779297,,,,,,0.3253844678401947,26.61693000793457,,0.0009765625,,,6.8622050285339355,,,0.554341733455658,,0.0009765625,,,0.5541321039199829,5.918149948120117,,,,,,,,,,,,,5,,,,,,0.49627453088760376,,,,,0.4495505392551422,26.62415885925293,,26.60919761657715,,,,5.920122146606445,176.089511881,,,mqqy71u9
,,,,,1e-05,,,,5716.115951538086,,,,,,,,,,,,1763291703.1634874,,,,,,,,,,9.072668075561523,,,,,,,,,,,,,1.8273898363113403,,,,640.0,,,,,,,,,,,,1e-05,,,,,,,,,91721.0225343531,,,,,,,,0.0,,,,,,,,,,,,,,,,6,,,,,,,,,,,,,,,,,,,233.235346934,,,mqqy71u9
0.5545942187309265,5.890610694885254,,,-0.0187448151409626,,,,0.5536590814590454,,,,0.5634422898292542,,,,0.5537911057472229,,0.27116790413856506,,,1763291704.0425663,30.70652961730957,0.5544561147689819,0.3027791380882263,6.863299369812012,,0.0009765625,3.931117057800293,,,,,-0.010138902813196182,-0.0009386749006807804,,0.5547397136688232,,,,,30.726957321166992,6.835078239440918,,,,,,,3.901549816131592,,,3.928896427154541,,0.5550708770751953,,0.5542124509811401,,,30.721710205078125,,,,,,0.32307684421539307,26.61691665649414,,0.0009765625,,,6.861734390258789,,,0.5543131828308105,,0.0009765625,,,0.5541306138038635,5.917537212371826,,,,,,,,,,,,,7,,,,,,0.4984019994735718,,,,,0.44132280349731445,26.62394905090332,,26.60898208618164,,,,5.91925573348999,234.114552781,,,mqqy71u9
,,,,,1e-05,,,,5706.2578201293945,,,,,,,,,,,,1763291761.123813,,,,,,,,,,8.946386337280273,,,,,,,,,,,,,1.7222437858581543,,,,800.0,,,,,,,,,,,,1e-05,,,,,,,,,91879.47977929102,,,,,,,,0.0,,,,,,,,,,,,,,,,8,,,,,,,,,,,,,,,,,,,291.195724503,,,mqqy71u9
0.5545833706855774,5.89069128036499,,,-0.027109267190098763,,,,0.5536623001098633,,,,0.5896956920623779,,,,0.553790807723999,,0.29618921875953674,,,1763291762.0025384,30.70675277709961,0.5544697642326355,0.30265313386917114,6.864174842834473,,0.0009765625,3.931464672088623,,,,,0.08600597828626633,-0.0011145140742883086,,0.5547423362731934,,,,,30.727327346801758,6.835168838500977,,,,,,,3.902423143386841,,,3.933762788772583,,0.5550676584243774,,0.5542252659797668,,,30.72071647644043,,,,,,0.29067152738571167,26.616931915283203,,0.0009765625,,,6.861472129821777,,,0.554287850856781,,0.0009765625,,,0.5541335940361023,5.917529106140137,,,,,,,,,,,,,9,,,,,,0.49604853987693787,,,,,0.4932636022567749,26.623865127563477,,26.608978271484375,,,,5.920312404632568,292.074503418,,,mqqy71u9
